customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-05133,Female,0,No,No,28,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.98,3080.54,Yes
TC-05134,Female,0,No,Yes,34,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.94,1434.65,No
TC-05135,Male,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.57,2714.16,No
TC-05136,Male,1,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,30.3,881.95,No
TC-05137,Female,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,54.7,3826.2,No
TC-05138,Male,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.73,177.05,No
TC-05139,Female,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,68.96,3844.31,No
TC-05140,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,30.25,1997.81,No
TC-05141,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.36,1211.91,No
TC-05142,Male,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.51,2026.56,No
TC-05143,Male,1,No,Yes,21,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,68.01,1520.05,No
TC-05144,Female,1,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,102.14,4875.05,No
TC-05145,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.11,2656.3,No
TC-05146,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,99.69,2618.68,No
TC-05147,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),22.74,751.1,No
TC-05148,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,39.47,592.73,No
TC-05149,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,26.76,1491.67,Yes
TC-05150,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,61.38,572.39,No
TC-05151,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),90.38,4771.33,No
TC-05152,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),21.24,706.79,No
TC-05153,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,44.7,174.26,Yes
TC-05154,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,27.39,1195.86,Yes
TC-05155,Male,0,No,No,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.01,3558.01,No
TC-05156,Male,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),110.53,2267.24,No
TC-05157,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.28,1982.34,Yes
TC-05158,Male,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),81.47,3674.15,No
TC-05159,Male,1,Yes,No,70,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.7,3949.81,No
TC-05160,Male,1,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.15,3929.2,No
TC-05161,Female,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.3,5863.79,No
TC-05162,Male,1,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),31.8,473.28,Yes
TC-05163,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.32,988.67,No
TC-05164,Male,0,No,No,12,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,56.64,671.46,No
TC-05165,Male,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),103.97,2397.84,Yes
TC-05166,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,33.78,163.8,No
TC-05167,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,107.74,4175.55,No
TC-05168,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69.15,1969.73,No
TC-05169,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.55,2445.29,No
TC-05170,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.47,2360.45,No
TC-05171,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),18.5,562.25,No
TC-05172,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,112.99,972.84,No
TC-05173,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,40.5,2334.18,No
TC-05174,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,108.97,2626.73,No
TC-05175,Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),103.3,3941.09,Yes
TC-05176,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.91,750.71,Yes
TC-05177,Female,1,Yes,Yes,59,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,39.09,2231.06,No
TC-05178,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,60.66,1585.86,No
TC-05179,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.36,4745.84,No
TC-05180,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),103.51,5798.01,No
TC-05181,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.86,2096.42,Yes
TC-05182,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,72.55,4433.63,No
TC-05183,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.86,2522.61,No
TC-05184,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),112.48,5835.86,No
TC-05185,Female,1,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,116.89,6968.1,No
TC-05186,Female,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.92,2220.19,No
TC-05187,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.97,2863.86,No
TC-05188,Female,0,No,Yes,25,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),113.04,2852.78,No
TC-05189,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.34,113.86,Yes
TC-05190,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,59.49,2184.94,No
TC-05191,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.93,6788.32,No
TC-05192,Female,0,No,No,34,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),112.31,3782.98,No
TC-05193,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,58.24,3054.97,Yes
TC-05194,Female,1,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.22,3019.5,No
TC-05195,Male,0,No,No,67,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.42,3450.04,No
TC-05196,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,38.89,817.73,Yes
TC-05197,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,117.62,6870.64,Yes
TC-05198,Female,1,No,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),36.88,296.6,No
TC-05199,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),99.42,5032.39,No
TC-05200,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,60.06,1722.95,No
TC-05201,Female,0,No,No,42,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),26.37,1068.0,No
TC-05202,Male,0,Yes,Yes,33,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),50.49,1610.9,No
TC-05203,Male,1,Yes,No,30,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),26.31,857.76,No
TC-05204,Male,0,No,No,45,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,116.19,5306.39,No
TC-05205,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.52,156.24,Yes
TC-05206,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),92.6,132.95,Yes
TC-05207,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.56,179.53,No
TC-05208,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,85.94,3900.27,No
TC-05209,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),43.51,815.63,No
TC-05210,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,27.41,1036.1,No
TC-05211,Female,0,No,No,58,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.85,5815.63,No
TC-05212,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,89.67,6252.56,No
TC-05213,Female,1,Yes,No,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),28.94,540.9,No
TC-05214,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.09,6177.14,No
TC-05215,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,77.76,3987.9,No
TC-05216,Female,0,Yes,No,54,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,35.15,1930.58,No
TC-05217,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),100.56,3796.99,Yes
TC-05218,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),87.89,3080.57,No
TC-05219,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.68,3861.89,No
TC-05220,Female,0,No,No,14,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),35.86,615.19,No
TC-05221,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.02,72.02,No
TC-05222,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),34.27,267.65,No
TC-05223,Male,0,No,No,22,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,36.4,787.83,No
TC-05224,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.13,2202.35,No
TC-05225,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,83.45,2089.74,No
TC-05226,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.97,4993.4,No
TC-05227,Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.28,397.59,No
TC-05228,Female,1,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.09,4628.02,No
TC-05229,Male,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),21.46,1377.08,No
TC-05230,Female,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.5,7467.05,No
TC-05231,Male,0,No,Yes,13,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,95.87,1236.35,Yes
TC-05232,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,90.44,4086.8,No
TC-05233,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,41.92,2905.67,No
TC-05234,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,116.76,3585.02,No
TC-05235,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,110.43,5576.49,No
TC-05236,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,66.99,4650.94,No
TC-05237,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),21.47,211.85,Yes
TC-05238,Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),69.14,3652.13,No
TC-05239,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.4,2263.87,No
TC-05240,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),77.27,5215.62,No
TC-05241,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,116.66,1689.81,No
TC-05242,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),93.69,2733.12,No
TC-05243,Male,0,No,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,50.23,1132.35,No
TC-05244,Male,0,No,Yes,34,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),57.42,2063.96,No
TC-05245,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),112.46,7630.79,No
TC-05246,Male,0,Yes,No,11,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),29.02,374.04,No
TC-05247,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,107.02,4800.62,No
TC-05248,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,1753.49,No
TC-05249,Female,1,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.47,2106.05,No
TC-05250,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.55,4353.87,No
TC-05251,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.51,3724.73,Yes
TC-05252,Male,0,Yes,No,53,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,75.11,3994.68,No
TC-05253,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),67.08,2318.82,No
TC-05254,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.46,3978.57,Yes
TC-05255,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.09,766.56,No
TC-05256,Male,0,No,No,37,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.81,2831.2,No
TC-05257,Female,0,Yes,No,61,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),116.73,7082.74,Yes
TC-05258,Male,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,37.39,2403.84,No
TC-05259,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.69,50.4,No
TC-05260,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),57.18,357.17,No
TC-05261,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,55.44,2066.71,No
TC-05262,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),30.57,480.48,No
TC-05263,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.15,149.75,No
TC-05264,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,61.76,1034.71,No
TC-05265,Female,0,Yes,Yes,0,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,101.69,101.69,No
TC-05266,Male,0,No,Yes,25,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.3,1463.52,No
TC-05267,Male,0,Yes,Yes,51,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.57,5936.41,No
TC-05268,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),95.98,1050.9,No
TC-05269,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),66.75,2486.07,No
TC-05270,Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),73.22,3002.29,Yes
TC-05271,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,104.68,5497.07,No
TC-05272,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,95.42,1141.32,No
TC-05273,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),83.77,925.5,No
TC-05274,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.68,733.91,No
TC-05275,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.03,1108.59,No
TC-05276,Male,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,96.72,1738.2,No
TC-05277,Male,0,Yes,No,69,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.75,5508.87,Yes
TC-05278,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),113.65,5331.27,No
TC-05279,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,105.29,7346.76,No
TC-05280,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),60.71,4312.74,No
TC-05281,Female,0,Yes,No,27,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.38,1250.14,No
TC-05282,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),30.41,568.09,No
TC-05283,Male,0,Yes,No,47,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),58.76,2796.13,Yes
TC-05284,Female,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),40.67,1076.83,No
TC-05285,Male,0,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,19.67,887.26,No
TC-05286,Male,0,No,No,18,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,31.82,551.41,No
TC-05287,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.3,2918.69,No
TC-05288,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),107.24,6297.42,No
TC-05289,Female,0,No,No,47,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,50.1,2285.92,Yes
TC-05290,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,62.11,1129.73,Yes
TC-05291,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.41,1062.38,Yes
TC-05292,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.9,2354.5,No
TC-05293,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.26,4347.75,Yes
TC-05294,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),68.6,1014.34,Yes
TC-05295,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,58.84,3489.26,No
TC-05296,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,112.33,7561.03,No
TC-05297,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.63,1223.42,No
TC-05298,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),101.28,5503.01,No
TC-05299,Male,0,No,No,14,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.5,990.77,Yes
TC-05300,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),62.17,3177.8,No
TC-05301,Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24.3,708.71,No
TC-05302,Female,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,103.85,649.38,No
TC-05303,Female,0,Yes,No,12,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.07,556.36,No
TC-05304,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,85.94,4509.46,No
TC-05305,Female,0,Yes,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),105.45,1324.83,Yes
TC-05306,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,71.61,1410.17,No
TC-05307,Female,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.07,748.29,No
